GEN_BLD_YRS_1	GEN_BLD_YRS_2	gen_overnight_cost	gen_fixed_om
Oahu_OnshoreWind_OnWind_307	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_307	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_308	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_308	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_308	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_308	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_308	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_308	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_308	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_308	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_308	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_308	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_308	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_309	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_309	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_309	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_309	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_309	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_309	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_309	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_309	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_309	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_309	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_309	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_401	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_401	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_401	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_401	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_401	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_401	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_401	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_401	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_401	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_401	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_401	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_402	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_402	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_402	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_402	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_402	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_402	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_402	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_402	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_402	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_402	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_402	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_403	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_403	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_403	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_403	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_403	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_403	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_403	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_403	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_403	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_403	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_403	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_404	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_404	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_404	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_404	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_404	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_404	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_404	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_404	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_404	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_404	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_404	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_405	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_405	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_405	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_405	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_405	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_405	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_405	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_405	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_405	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_405	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_405	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_406	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_406	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_406	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_406	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_406	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_406	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_406	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_406	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_406	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_406	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_406	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_407	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_407	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_407	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_407	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_407	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_407	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_407	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_407	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_407	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_407	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_407	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_408	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_408	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_408	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_408	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_408	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_408	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_408	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_408	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_408	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_408	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_408	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_409	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_409	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_409	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_409	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_409	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_409	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_409	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_409	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_409	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_409	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_409	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_410	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_410	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_410	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_410	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_410	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_410	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_410	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_410	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_410	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_410	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_410	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_501	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_501	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_501	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_501	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_501	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_501	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_501	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_501	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_501	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_501	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_501	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_502	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_502	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_502	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_502	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_502	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_502	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_502	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_502	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_502	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_502	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_502	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_503	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_503	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_503	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_503	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_503	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_503	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_503	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_503	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_503	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_503	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_503	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_504	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_504	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_504	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_504	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_504	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_504	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_504	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_504	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_504	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_504	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_504	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_505	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_505	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_505	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_505	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_505	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_505	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_505	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_505	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_505	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_505	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_505	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_506	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_506	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_506	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_506	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_506	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_506	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_506	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_506	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_506	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_506	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_506	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_507	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_507	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_507	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_507	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_507	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_507	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_507	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_507	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_507	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_507	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_507	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_508	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_508	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_508	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_508	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_508	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_508	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_508	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_508	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_508	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_508	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_508	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_509	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_509	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_509	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_509	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_509	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_509	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_509	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_509	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_509	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_509	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_509	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_Kahuku	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_Kahuku	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_Kahuku	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_Kahuku	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_Kahuku	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_Kahuku	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_Kahuku	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_Kahuku	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_Kahuku	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_Kahuku	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_Kahuku	2095	1947123.848	27400
Oahu_OnshoreWind_OnWind_Kawailoa	2045	1986498.142	27400
Oahu_OnshoreWind_OnWind_Kawailoa	2050	1982525.146	27400
Oahu_OnshoreWind_OnWind_Kawailoa	2055	1978560.095	27400
Oahu_OnshoreWind_OnWind_Kawailoa	2060	1974602.975	27400
Oahu_OnshoreWind_OnWind_Kawailoa	2065	1970653.769	27400
Oahu_OnshoreWind_OnWind_Kawailoa	2070	1966712.462	27400
Oahu_OnshoreWind_OnWind_Kawailoa	2075	1962779.037	27400
Oahu_OnshoreWind_OnWind_Kawailoa	2080	1958853.479	27400
Oahu_OnshoreWind_OnWind_Kawailoa	2085	1954935.772	27400
Oahu_OnshoreWind_OnWind_Kawailoa	2090	1951025.9	27400
Oahu_OnshoreWind_OnWind_Kawailoa	2095	1947123.848	27400
