GEN_BLD_YRS_1	GEN_BLD_YRS_2	gen_predetermined_cap
Oahu_OnshoreWind_OnWind_505	2035	0
Oahu_OnshoreWind_OnWind_505	2040	27.05963893
Oahu_OnshoreWind_OnWind_506	2020	7.5
Oahu_OnshoreWind_OnWind_506	2022	0
Oahu_OnshoreWind_OnWind_506	2025	0
Oahu_OnshoreWind_OnWind_506	2030	0
Oahu_OnshoreWind_OnWind_506	2035	0
Oahu_OnshoreWind_OnWind_506	2040	0
Oahu_OnshoreWind_OnWind_507	2020	0
Oahu_OnshoreWind_OnWind_507	2022	0
Oahu_OnshoreWind_OnWind_507	2025	0
Oahu_OnshoreWind_OnWind_507	2030	0
Oahu_OnshoreWind_OnWind_507	2035	0
Oahu_OnshoreWind_OnWind_507	2040	0
Oahu_OnshoreWind_OnWind_508	2020	0
Oahu_OnshoreWind_OnWind_508	2022	0
Oahu_OnshoreWind_OnWind_508	2025	0
Oahu_OnshoreWind_OnWind_508	2030	0
Oahu_OnshoreWind_OnWind_508	2035	0
Oahu_OnshoreWind_OnWind_508	2040	0
Oahu_OnshoreWind_OnWind_509	2020	0
Oahu_OnshoreWind_OnWind_509	2022	0
Oahu_OnshoreWind_OnWind_509	2025	0
Oahu_OnshoreWind_OnWind_509	2030	0
Oahu_OnshoreWind_OnWind_509	2035	0
Oahu_OnshoreWind_OnWind_509	2040	0
Oahu_OnshoreWind_OnWind_Kahuku	2011	30
Oahu_OnshoreWind_OnWind_Kahuku	2020	0
Oahu_OnshoreWind_OnWind_Kahuku	2022	0
Oahu_OnshoreWind_OnWind_Kahuku	2025	0
Oahu_OnshoreWind_OnWind_Kahuku	2030	0
Oahu_OnshoreWind_OnWind_Kahuku	2035	0
Oahu_OnshoreWind_OnWind_Kahuku	2040	30
Oahu_OnshoreWind_OnWind_Kawailoa	2012	69
Oahu_OnshoreWind_OnWind_Kawailoa	2020	0
Oahu_OnshoreWind_OnWind_Kawailoa	2022	0
Oahu_OnshoreWind_OnWind_Kawailoa	2025	0
Oahu_OnshoreWind_OnWind_Kawailoa	2030	0
Oahu_OnshoreWind_OnWind_Kawailoa	2035	0
Oahu_OnshoreWind_OnWind_Kawailoa	2040	69
Oahu_Waiau_10	1973	49.9
Oahu_Waiau_3	1947	46.6
Oahu_Waiau_4	1950	46.6
Oahu_Waiau_5	1959	54.5
Oahu_Waiau_6	1961	53.5
Oahu_Waiau_7	1966	82.9
Oahu_Waiau_8	1968	86.1
Oahu_Waiau_9	1973	52.9
